Time: 2026-01-12 07:32:12 UTC | Period: #22 | Runtime: 105 minutes

BTC: 91845.90 (1h: -0.02%, 4h: -0.37%) | MACD: -63.8896 | RSI: 51.00

Account: Equity 99.86 | Balance 100.00 (100.1%) | PnL +0.00% | Margin 0.0% | Positions 0

Current Positions: None

## Candidate Coins (3 coins)

### 1. SOLUSDT (Manual selection)

=== SOLUSDT Market Data ===

current_price = 141.9500, current_ema20 = 142.238, current_macd = -0.203, current_rsi7 = 39.705

Additional data for SOLUSDT:

Funding Rate: 1.00e-04

=== 5M Timeframe (oldest → latest) ===

Time(UTC)      Open      High      Low       Close     Volume
BOLL Upper: [3129.9654, 3133.1444, 3135.3506, 3136.6949, 3137.5858, 3138.2169, 3138.6272, 3139.3938, 3140.0610, 3140.3891, 3140.6706, 3140.5648, 3140.4157, 3140.0842, 3139.8606, 3139.4712, 3138.6368, 3138.0317, 3137.6334, 3137.7855, 3136.6428, 3134.9136, 3133.5208, 3132.7177, 3132.2670, 3132.0820, 3131.8421, 3131.2045, 3131.1368, 3131.2935, 3131.4640, 3131.0009, 3130.9292, 3131.1435, 3131.3554, 3131.4951, 3131.5460, 3131.4763, 3131.5399, 3131.4842, 3131.3679, 3131.3527, 3131.7606, 3133.1375, 3134.2318, 3136.6222, 3138.2355, 3138.8069, 3138.1171, 3137.2703, 3136.0842, 3134.7719, 3132.8627, 3131.4568, 3129.8409, 3128.0249, 3126.0967, 3124.6506, 3123.5411, 3122.2182, 3120.7765, 3118.3561, 3117.2363, 3118.2073, 3119.9550, 3120.8351, 3120.3062, 3119.9445, 3119.8644, 3119.8721, 3119.9490, 3119.9636, 3120.0166, 3119.9415, 3119.9437, 3119.8811, 3119.9448, 3120.0795, 3122.8582, 3123.5611, 3123.1712, 3124.9219, 3124.9458, 3124.3907, 3123.2596, 3122.1554, 3123.2475, 3123.7986, 3125.4973, 3126.7076, 3126.6811, 3126.6246, 3126.6224, 3127.8273, 3128.3883, 3128.8709, 3128.9781, 3128.9861, 3127.2927, 3126.1351, 3126.3527, 3125.5805, 3129.3465, 3130.8687, 3132.1331, 3132.6907, 3133.9926, 3135.4454, 3134.9893, 3134.8768, 3135.2716, 3136.0057, 3136.4908, 3136.5377, 3137.2411, 3138.5771, 3141.7631, 3144.1393, 3144.7633, 3146.0781, 3145.8506, 3148.0485, 3150.1503, 3155.6340, 3160.0257, 3162.7050, 3164.9883, 3167.6203, 3170.8100, 3173.0495, 3175.4318, 3176.5767, 3176.4284, 3175.4239, 3173.9874, 3172.6153, 3172.2877, 3171.8686, 3170.9755, 3170.5278, 3169.5465, 3169.0656, 3168.5389, 3168.2370, 3168.1555, 3168.3466, 3168.4803, 3168.7313, 3167.1910, 3166.0552, 3163.6083, 3162.9668, 3162.8140, 3163.2642, 3164.0579, 3165.0613, 3165.8277, 3165.9001, 3164.9334, 3164.3868, 3164.3867, 3164.2946, 3164.2382, 3164.1450, 3164.2779, 3164.2448, 3164.3181, 3164.1308, 3164.2210, 3164.6915, 3164.6844, 3164.7279, 3164.9939, 3164.6929, 3164.0846, 3163.1293, 3162.0079, 3161.4544, 3161.3281, 3161.3072, 3161.1147]
BOLL Middle: [3119.7130, 3120.3755, 3121.0365, 3121.6160, 3122.2010, 3122.7170, 3122.9710, 3123.4590, 3123.9055, 3124.2065, 3124.9030, 3125.8680, 3126.7320, 3127.0500, 3127.3360, 3127.6095, 3128.1085, 3128.5075, 3128.6770, 3128.6025, 3127.7860, 3127.0495, 3126.4440, 3126.0800, 3125.7835, 3125.4130, 3125.1460, 3124.9290, 3124.9130, 3124.9665, 3125.0105, 3124.8945, 3124.8795, 3125.0705, 3125.2170, 3125.4195, 3125.4610, 3125.3300, 3125.2740, 3125.3105, 3125.3970, 3125.4270, 3125.2045, 3124.6045, 3123.9960, 3123.1300, 3122.1640, 3121.0800, 3119.9870, 3119.0405, 3117.9070, 3117.0185, 3116.1795, 3115.5230, 3114.5700, 3113.6860, 3112.9305, 3112.3865, 3111.9830, 3111.5420, 3111.1865, 3110.5865, 3110.3010, 3110.5645, 3111.0375, 3111.8305, 3112.1995, 3112.3620, 3112.4505, 3112.4380, 3112.8205, 3112.8925, 3112.9250, 3112.8650, 3113.1720, 3113.3570, 3113.2795, 3113.0680, 3112.1195, 3111.4290, 3111.1850, 3111.7865, 3111.8035, 3111.5435, 3111.1485, 3110.6820, 3111.1365, 3111.5845, 3112.2725, 3112.9065, 3112.8895, 3112.7375, 3112.7360, 3113.2460, 3113.5235, 3113.8255, 3114.0615, 3114.0480, 3114.5680, 3114.9650, 3114.7750, 3114.5410, 3115.5565, 3116.2720, 3116.9420, 3117.5885, 3118.0710, 3118.7380, 3118.4100, 3118.3445, 3118.7360, 3119.6595, 3120.1870, 3120.2140, 3120.6005, 3121.2495, 3122.6205, 3124.3515, 3126.0865, 3127.9490, 3129.6560, 3131.0490, 3131.7370, 3133.4275, 3135.1270, 3136.7900, 3138.1005, 3139.5530, 3142.1175, 3144.3690, 3146.6915, 3148.4430, 3150.1460, 3151.9290, 3153.2890, 3154.3875, 3155.0135, 3155.4420, 3155.9020, 3156.2740, 3157.1250, 3157.5685, 3157.9850, 3157.6625, 3157.6210, 3157.7860, 3157.9635, 3158.0990, 3157.6150, 3157.2250, 3156.6025, 3156.4210, 3156.3490, 3156.4800, 3156.8560, 3157.3620, 3157.8280, 3158.3515, 3158.8045, 3159.0275, 3159.0270, 3159.1275, 3159.1685, 3159.5040, 3159.5770, 3159.5380, 3159.4005, 3159.1220, 3158.9695, 3158.6860, 3158.7075, 3158.4855, 3158.2365, 3157.8140, 3157.4875, 3157.2155, 3156.8215, 3156.3305, 3156.1315, 3156.1075, 3155.9865]
BOLL Lower: [3109.4606, 3107.6066, 3106.7224, 3106.5371, 3106.8162, 3107.2171, 3107.3148, 3107.5242, 3107.7500, 3108.0239, 3109.1354, 3111.1712, 3113.0483, 3114.0158, 3114.8114, 3115.7478, 3117.5802, 3118.9833, 3119.7206, 3119.4195, 3118.9292, 3119.1854, 3119.3672, 3119.4423, 3119.3000, 3118.7440, 3118.4499, 3118.6535, 3118.6892, 3118.6395, 3118.5570, 3118.7881, 3118.8298, 3118.9975, 3119.0786, 3119.3439, 3119.3760, 3119.1837, 3119.0081, 3119.1368, 3119.4261, 3119.5013, 3118.6484, 3116.0715, 3113.7602, 3109.6378, 3106.0925, 3103.3531, 3101.8569, 3100.8107, 3099.7298, 3099.2651, 3099.4963, 3099.5892, 3099.2991, 3099.3471, 3099.7643, 3100.1224, 3100.4249, 3100.8658, 3101.5965, 3102.8169, 3103.3657, 3102.9217, 3102.1200, 3102.8259, 3104.0928, 3104.7795, 3105.0366, 3105.0039, 3105.6920, 3105.8214, 3105.8334, 3105.7885, 3106.4003, 3106.8329, 3106.6142, 3106.0565, 3101.3808, 3099.2969, 3099.1988, 3098.6511, 3098.6612, 3098.6963, 3099.0374, 3099.2086, 3099.0255, 3099.3704, 3099.0477, 3099.1054, 3099.0979, 3098.8504, 3098.8496, 3098.6647, 3098.6587, 3098.7801, 3099.1449, 3099.1099, 3101.8433, 3103.7949, 3103.1973, 3103.5015, 3101.7665, 3101.6753, 3101.7509, 3102.4863, 3102.1494, 3102.0306, 3101.8307, 3101.8122, 3102.2004, 3103.3133, 3103.8832, 3103.8903, 3103.9599, 3103.9219, 3103.4779, 3104.5637, 3107.4097, 3109.8199, 3113.4614, 3114.0495, 3113.3237, 3111.2210, 3110.2283, 3110.8750, 3111.2127, 3111.4857, 3113.4250, 3115.6885, 3117.9512, 3120.3093, 3123.8636, 3128.4341, 3132.5906, 3136.1597, 3137.7393, 3139.0154, 3140.8285, 3142.0202, 3144.7035, 3146.0714, 3147.4311, 3147.0880, 3147.0865, 3147.2254, 3147.4467, 3147.4667, 3148.0390, 3148.3948, 3149.5967, 3149.8752, 3149.8840, 3149.6958, 3149.6541, 3149.6627, 3149.8283, 3150.8029, 3152.6756, 3153.6682, 3153.6673, 3153.9604, 3154.0988, 3154.8630, 3154.8761, 3154.8312, 3154.4829, 3154.1132, 3153.7180, 3152.6805, 3152.7306, 3152.2431, 3151.4791, 3150.9351, 3150.8904, 3151.3017, 3151.6351, 3151.2066, 3150.9349, 3150.9078, 3150.8583]

=== 1H Timeframe (oldest → latest) ===

Time(UTC)      Open      High      Low       Close     Volume
01-04 00:00    3125.4600 3165.9900 3124.7600 3155.9000 244515.42   
01-04 01:00    3155.9000 3160.8300 3140.0500 3148.6400 108736.68   
01-04 02:00    3148.6400 3149.8900 3135.5100 3139.5800 77350.01    
01-04 03:00    3139.5800 3149.4200 3138.2000 3145.7300 81845.85    
01-04 04:00    3145.7300 3154.2400 3143.0700 3146.5500 60287.36    
01-04 05:00    3146.5500 3151.2900 3142.7000 3149.7700 38584.90    
01-04 06:00    3149.7700 3161.4100 3137.6400 3138.3100 151444.05   
01-04 07:00    3138.3000 3144.5300 3132.2400 3139.5100 77901.40    
01-04 08:00    3139.5200 3140.4800 3122.5800 3137.2100 119164.57   
01-04 09:00    3137.2100 3147.0000 3132.9700 3142.4300 79264.08    
01-04 10:00    3142.4300 3147.3700 3141.0900 3144.6200 43746.56    
01-04 11:00    3144.6200 3144.6200 3133.2000 3138.3200 46858.93    
01-04 12:00    3138.3200 3145.9400 3131.6700 3135.5500 70484.80    
01-04 13:00    3135.5400 3139.9900 3130.2500 3139.2100 42310.92    
01-04 14:00    3139.2100 3142.2300 3130.7200 3135.9400 57065.13    
01-04 15:00    3135.9500 3138.5000 3115.0000 3134.1400 103098.19   
01-04 16:00    3134.1400 3138.9900 3129.5700 3137.9100 54661.53    
01-04 17:00    3137.9000 3142.8500 3134.2500 3135.9300 44018.93    
01-04 18:00    3135.9300 3136.7100 3121.3100 3133.6300 59798.19    
01-04 19:00    3133.6300 3134.0000 3117.0000 3131.3100 77253.80    
01-04 20:00    3131.3100 3141.7600 3129.3700 3140.6300 36603.54    
01-04 21:00    3140.6200 3155.0000 3136.0000 3144.2400 94852.74    
01-04 22:00    3144.2400 3149.3800 3134.6600 3138.0600 39009.86    
01-04 23:00    3138.0700 3152.9600 3132.9900 3143.3200 79045.33    
01-05 00:00    3143.3300 3176.3600 3141.5000 3167.2600 265430.54   
01-05 01:00    3167.2600 3221.0000 3162.4000 3196.4900 419295.33   
01-05 02:00    3196.5000 3203.7000 3181.1000 3191.8200 140499.88   
01-05 03:00    3191.8300 3196.3100 3183.0200 3184.7400 77891.10    
01-05 04:00    3184.7500 3186.8900 3156.0000 3165.4900 231289.65   
01-05 05:00    3165.5000 3167.9900 3146.0700 3148.0000 190826.10   
01-05 06:00    3148.0000 3157.9600 3131.4700 3156.2200 231329.15   
01-05 07:00    3156.2300 3161.7200 3153.5900 3156.0000 72794.87    
01-05 08:00    3156.0000 3171.2400 3154.1100 3162.0700 81540.43    
01-05 09:00    3162.0600 3174.2600 3151.7800 3167.2600 115671.11   
01-05 10:00    3167.2500 3177.9000 3160.8400 3171.8000 107955.44   
01-05 11:00    3171.8000 3183.3600 3166.5400 3178.8800 91892.14    
01-05 12:00    3178.8800 3182.5700 3164.4000 3169.0900 72173.28    
01-05 13:00    3169.1000 3174.3200 3141.7500 3153.0000 195999.92   
01-05 14:00    3153.0100 3176.5000 3132.5800 3165.4200 359211.23   
01-05 15:00    3165.4200 3205.0000 3150.2900 3194.4900 385937.57   
01-05 16:00    3194.4800 3201.6900 3170.8200 3182.4600 189668.11   
01-05 17:00    3182.4700 3230.8600 3157.0100 3212.2100 336972.05   
01-05 18:00    3212.2200 3227.8600 3183.6700 3226.9900 290098.27   
01-05 19:00    3227.0000 3227.6200 3212.8600 3221.6300 128667.35   
01-05 20:00    3221.6400 3266.0000 3218.5500 3240.6500 305882.16   
01-05 21:00    3240.6500 3246.8000 3230.1000 3236.8300 79742.78    
01-05 22:00    3236.8400 3248.7000 3227.6500 3238.6800 78363.04    
01-05 23:00    3238.6900 3240.2100 3223.5000 3223.7100 81824.01    
01-06 00:00    3223.7200 3230.0000 3201.9100 3214.7100 125363.79   
01-06 01:00    3214.7100 3246.0000 3214.2900 3216.9600 139793.95   
01-06 02:00    3216.9700 3223.1400 3207.6000 3215.9700 70931.96    
01-06 03:00    3215.9800 3232.5700 3212.6500 3223.8800 66527.62    
01-06 04:00    3223.8800 3232.3700 3221.3500 3221.3500 42649.99    
01-06 05:00    3221.3600 3228.0000 3215.2000 3217.1100 69999.81    
01-06 06:00    3217.1100 3254.9400 3216.4500 3239.6800 248288.41   
01-06 07:00    3239.6700 3241.7000 3210.0200 3218.0100 179120.01   
01-06 08:00    3218.0000 3228.5900 3212.8000 3218.5500 75669.99    
01-06 09:00    3218.5400 3228.1600 3216.1100 3221.9000 57378.25    
01-06 10:00    3221.9000 3230.4700 3220.0100 3227.4400 49691.55    
01-06 11:00    3227.4500 3241.7600 3225.5300 3236.3600 101020.62   
01-06 12:00    3236.3600 3244.5000 3234.5600 3237.0700 59455.32    
01-06 13:00    3237.0600 3238.1900 3228.1900 3236.3000 89049.62    
01-06 14:00    3236.3000 3308.0000 3236.2900 3276.6700 1002849.32  
01-06 15:00    3276.6700 3300.8700 3259.6200 3270.7400 404038.88   
01-06 16:00    3270.7400 3277.7600 3232.0000 3250.1300 377615.21   
01-06 17:00    3250.1400 3258.7600 3188.0100 3194.4800 404626.19   
01-06 18:00    3194.4800 3231.9000 3180.7100 3217.5600 314543.93   
01-06 19:00    3217.5600 3228.6600 3212.0000 3222.1800 79803.12    
01-06 20:00    3222.1900 3249.0000 3221.9100 3240.1000 111438.61   
01-06 21:00    3240.1000 3299.9900 3236.6700 3274.7700 277203.60   
01-06 22:00    3274.7700 3291.0100 3265.0000 3276.4300 100012.75   
01-06 23:00    3276.4300 3301.6400 3275.0000 3295.4600 139962.98   
01-07 00:00    3295.4600 3295.7900 3254.1400 3256.4500 177034.43   
01-07 01:00    3256.4500 3271.1300 3238.0000 3243.8800 179797.99   
01-07 02:00    3243.8800 3273.3600 3238.1600 3268.8300 129294.15   
01-07 03:00    3268.8300 3281.6500 3263.7400 3265.5700 93097.97    
01-07 04:00    3265.5700 3270.8800 3252.0000 3255.0100 63387.56    
01-07 05:00    3255.0100 3261.6500 3245.7200 3247.3200 80822.68    
01-07 06:00    3247.3200 3258.7200 3246.3300 3249.8100 56733.77    
01-07 07:00    3249.8000 3261.4400 3249.5000 3253.9900 70100.84    
01-07 08:00    3253.9900 3262.0000 3251.4500 3253.1300 55178.60    
01-07 09:00    3253.1400 3253.5500 3197.2200 3198.2800 544015.85   
01-07 10:00    3198.2700 3221.1300 3194.2800 3216.5200 244058.23   
01-07 11:00    3216.5300 3226.1000 3215.0000 3218.7500 102337.47   
01-07 12:00    3218.7400 3221.1300 3209.6600 3211.8500 84069.60    
01-07 13:00    3211.8600 3228.0000 3200.7400 3210.6900 156448.82   
01-07 14:00    3210.6900 3210.9000 3155.2500 3190.7500 537851.36   
01-07 15:00    3190.7600 3191.8600 3142.8200 3163.5300 615532.42   
01-07 16:00    3163.5300 3178.4400 3148.3500 3156.4300 216751.29   
01-07 17:00    3156.4200 3170.2700 3145.0000 3150.7500 141244.38   
01-07 18:00    3150.7600 3164.5300 3130.0400 3145.2500 268793.51   
01-07 19:00    3145.2500 3154.6200 3123.0100 3144.3700 239739.93   
01-07 20:00    3144.3800 3150.0000 3126.5500 3137.5300 109929.86   
01-07 21:00    3137.5300 3151.5800 3137.1000 3148.4300 50514.24    
01-07 22:00    3148.4200 3164.5000 3142.1400 3151.6900 76789.07    
01-07 23:00    3151.6900 3181.8100 3142.0000 3167.5200 246802.13   
01-08 00:00    3167.5300 3174.4600 3153.4800 3169.5000 77453.95    
01-08 01:00    3169.4900 3180.0000 3166.9100 3174.2000 58473.20    
01-08 02:00    3174.2000 3183.6800 3147.0000 3158.2600 129462.84   
01-08 03:00    3158.2600 3165.9200 3132.3300 3141.3500 122788.76   
01-08 04:00    3141.3500 3157.4900 3137.6400 3153.0200 84268.45    
01-08 05:00    3153.0100 3160.2900 3140.4600 3142.3400 56790.33    
01-08 06:00    3142.3400 3145.2100 3103.0000 3103.9900 317951.85   
01-08 07:00    3103.9800 3132.0000 3086.2600 3126.4100 319800.55   
01-08 08:00    3126.4100 3135.7000 3112.0100 3115.4000 130229.98   
01-08 09:00    3115.4100 3122.7900 3104.0100 3110.8600 135243.49   
01-08 10:00    3110.8600 3131.3900 3095.1600 3126.4500 242896.71   
01-08 11:00    3126.4500 3130.5700 3110.9000 3119.3500 145346.10   
01-08 12:00    3119.3500 3119.6600 3080.0000 3094.0100 285901.01   
01-08 13:00    3094.0000 3101.1600 3089.1200 3095.3300 95355.65    
01-08 14:00    3095.3300 3095.3400 3052.4300 3075.7500 626847.81   
01-08 15:00    3075.7500 3111.5200 3065.3500 3102.8900 394459.76   
01-08 16:00    3102.8900 3122.3000 3088.3400 3120.8200 219309.07   
01-08 17:00    3120.8200 3138.4400 3108.4500 3133.3300 223207.94   
01-08 18:00    3133.3300 3133.8700 3113.1700 3118.7100 143186.12   
01-08 19:00    3118.7200 3127.7800 3102.7200 3110.1300 105917.77   
01-08 20:00    3110.1200 3110.1200 3087.3500 3106.2900 143204.58   
01-08 21:00    3106.3000 3121.9000 3105.7100 3117.6200 74085.08    
01-08 22:00    3117.6200 3129.6000 3106.0600 3117.9400 71146.41    
01-08 23:00    3117.9400 3121.0000 3104.4100 3105.4500 41648.01    
01-09 00:00    3105.4400 3116.7400 3103.1000 3114.7000 49131.79    
01-09 01:00    3114.7000 3148.0000 3077.4600 3104.3100 375370.45   
01-09 02:00    3104.3200 3125.0500 3102.0900 3107.9500 99531.42    
01-09 03:00    3107.9600 3119.8900 3101.0300 3118.3800 55793.75    
01-09 04:00    3118.3800 3122.7900 3110.9400 3115.1400 47433.95    
01-09 05:00    3115.1500 3120.0000 3112.1900 3117.4700 27379.29    
01-09 06:00    3117.4700 3124.2600 3116.0000 3121.8300 34305.97    
01-09 07:00    3121.8300 3122.5400 3109.2200 3109.7500 73706.52    
01-09 08:00    3109.7600 3114.3200 3066.0000 3081.5600 323734.09   
01-09 09:00    3081.5600 3099.8000 3080.5300 3091.0000 131115.49   
01-09 10:00    3091.0000 3098.0000 3086.6100 3095.2700 57653.40    
01-09 11:00    3095.2700 3103.3600 3086.8100 3088.9900 67950.10    
01-09 12:00    3089.0000 3095.1100 3080.9200 3083.1000 72351.95    
01-09 13:00    3083.1100 3114.3500 3082.1300 3097.3000 203641.18   
01-09 14:00    3097.3000 3097.6700 3060.0800 3077.5900 306381.05   
01-09 15:00    3077.5900 3142.0000 3056.7900 3111.3900 707903.25   
01-09 16:00    3111.3900 3144.9900 3110.0000 3132.0400 254783.38   
01-09 17:00    3132.0500 3133.8700 3103.0500 3113.0400 162700.34   
01-09 18:00    3113.0400 3117.7000 3071.3400 3093.7900 215307.78   
01-09 19:00    3093.7800 3093.7800 3066.3100 3079.0000 142941.43   
01-09 20:00    3079.0000 3090.5600 3070.0000 3072.3000 111780.06   
01-09 21:00    3072.3000 3092.1700 3064.0000 3084.6700 97574.11    
01-09 22:00    3084.6800 3087.4200 3072.5400 3085.1900 36939.29    
01-09 23:00    3085.1900 3091.8600 3082.4100 3087.1500 33546.75    
01-10 00:00    3087.1600 3088.9900 3080.6200 3082.3900 29907.65    
01-10 01:00    3082.3900 3090.6000 3082.3800 3088.9900 28963.40    
01-10 02:00    3088.9900 3093.5300 3082.0500 3086.6900 30537.92    
01-10 03:00    3086.6800 3087.8600 3078.3000 3085.5200 32041.24    
01-10 04:00    3085.5200 3086.4800 3077.2200 3078.8300 36084.42    
01-10 05:00    3078.8200 3086.8800 3078.8200 3085.8100 28719.62    
01-10 06:00    3085.8100 3087.8500 3082.1300 3086.3400 20781.57    
01-10 07:00    3086.3400 3092.4800 3086.3400 3091.5000 35630.64    
01-10 08:00    3091.4900 3091.9200 3086.1300 3088.9000 17907.06    
01-10 09:00    3088.9000 3097.8900 3088.0000 3094.6500 41205.44    
01-10 10:00    3094.6600 3102.6800 3093.1000 3101.9700 51076.83    
01-10 11:00    3101.9800 3102.2500 3093.3200 3095.6400 28477.68    
01-10 12:00    3095.6300 3102.7500 3091.4600 3098.0000 41965.12    
01-10 13:00    3098.0100 3098.0100 3091.8200 3093.5200 21259.88    
01-10 14:00    3093.5100 3095.2300 3087.2500 3090.5100 51225.87    
01-10 15:00    3090.5200 3094.9800 3090.5100 3094.1200 20990.03    
01-10 16:00    3094.1200 3096.1200 3090.3100 3094.1900 18112.22    
01-10 17:00    3094.1900 3097.5600 3090.6600 3091.3300 20454.13    
01-10 18:00    3091.3200 3092.8100 3088.5000 3091.4700 19091.23    
01-10 19:00    3091.4700 3092.6600 3088.7600 3090.7900 12843.78    
01-10 20:00    3090.7800 3092.1900 3087.5300 3088.6100 16335.37    
01-10 21:00    3088.6100 3089.0100 3082.9400 3085.0500 19826.94    
01-10 22:00    3085.0400 3088.4800 3077.0800 3079.2800 46712.03    
01-10 23:00    3079.2700 3088.3800 3078.6300 3085.4700 20326.23    
01-11 00:00    3085.4700 3091.7000 3083.2300 3090.7700 24970.28    
01-11 01:00    3090.7700 3094.5000 3088.3500 3094.4900 18290.94    
01-11 02:00    3094.4900 3096.4100 3090.5900 3091.1600 22836.82    
01-11 03:00    3091.1700 3096.3800 3090.5000 3095.4800 18681.21    
01-11 04:00    3095.4900 3097.5400 3093.4200 3096.6700 18559.70    
01-11 05:00    3096.6700 3101.0000 3094.6600 3098.0500 26240.56    
01-11 06:00    3098.0600 3099.4700 3088.3100 3096.1900 39647.89    
01-11 07:00    3096.1900 3097.0200 3091.2000 3094.0300 16766.06    
01-11 08:00    3094.0300 3107.1500 3091.3500 3101.9900 40684.62    
01-11 09:00    3101.9900 3108.4500 3100.0000 3103.0800 55046.09    
01-11 10:00    3103.0900 3107.0800 3101.2200 3106.1400 25570.90    
01-11 11:00    3106.1500 3106.1500 3101.5600 3103.8000 23953.10    
01-11 12:00    3103.8000 3115.8800 3103.4600 3112.5200 70877.30    
01-11 13:00    3112.5300 3115.0000 3105.4400 3108.2500 50043.77    
01-11 14:00    3108.2600 3128.0000 3108.2500 3124.3500 81983.04    
01-11 15:00    3124.3400 3129.6000 3108.1300 3116.8900 116229.75   
01-11 16:00    3116.9000 3147.0000 3114.4000 3128.4800 288683.45   
01-11 17:00    3128.4800 3132.9900 3115.1500 3125.9900 81355.70    
01-11 18:00    3126.0000 3132.9800 3119.3100 3128.5000 47388.50    
01-11 19:00    3128.4900 3132.0000 3117.2600 3123.4700 37036.13    
01-11 20:00    3123.4600 3123.4600 3100.0100 3113.9400 127274.51   
01-11 21:00    3113.9400 3125.4400 3106.0000 3119.6100 64714.97    
01-11 22:00    3119.6100 3119.6200 3105.1500 3108.2600 39069.20    
01-11 23:00    3108.2600 3124.8800 3090.7000 3122.0000 178207.08   
01-12 00:00    3122.0000 3126.6800 3095.2800 3118.8200 146026.15   
01-12 01:00    3118.8300 3136.7900 3112.2000 3123.4800 177842.94   
01-12 02:00    3123.4900 3167.0000 3120.7900 3156.4700 290680.20   
01-12 03:00    3156.4700 3170.8800 3150.1800 3151.1800 172334.80   
01-12 04:00    3151.1700 3162.3700 3147.0600 3157.9200 86529.51    
01-12 05:00    3157.9300 3165.7700 3153.8600 3157.5600 62406.53    
01-12 06:00    3157.5700 3164.5300 3151.0000 3153.3100 59193.26    
01-12 07:00    3153.3100 3153.3100 3153.3000 3153.3000 28.82         <- current

EMA20: [3140.5095, 3140.5210, 3140.8752, 3140.6071, 3140.8654, 3143.3792, 3148.4374, 3152.5691, 3155.6330, 3156.5717, 3155.7554, 3155.7996, 3155.8187, 3156.4141, 3157.4470, 3158.8140, 3160.7250, 3161.5217, 3160.7101, 3161.1587, 3164.3331, 3166.0594, 3170.4547, 3175.8390, 3180.2001, 3185.9572, 3190.8022, 3195.3620, 3198.0618, 3199.6474, 3201.2962, 3202.6937, 3204.7114, 3206.2961, 3207.3260, 3210.4073, 3211.1314, 3211.8379, 3212.7962, 3214.1908, 3216.3022, 3218.2801, 3219.9963, 3225.3938, 3229.7125, 3231.6570, 3228.1163, 3227.1110, 3226.6413, 3227.9231, 3232.3847, 3236.5795, 3242.1872, 3243.5455, 3243.5774, 3245.9824, 3247.8479, 3248.5300, 3248.4148, 3248.5476, 3249.0660, 3249.4530, 3244.5794, 3241.9071, 3239.7016, 3237.0491, 3234.5387, 3230.3684, 3224.0028, 3217.5673, 3211.2037, 3204.9224, 3199.1555, 3193.2864, 3189.0144, 3185.4597, 3183.7511, 3182.3939, 3181.6135, 3179.3894, 3175.7666, 3173.6002, 3170.6231, 3164.2771, 3160.6707, 3156.3592, 3152.0259, 3149.5901, 3146.7101, 3141.6911, 3137.2757, 3131.4161, 3128.6994, 3127.9489, 3128.4614, 3127.5327, 3125.8753, 3124.0100, 3123.4015, 3122.8813, 3121.2212, 3120.6001, 3119.0487, 3117.9917, 3118.0287, 3117.7535, 3117.7265, 3118.1173, 3117.3205, 3113.9147, 3111.7323, 3110.1645, 3108.1479, 3105.7624, 3104.9564, 3102.3501, 3103.2110, 3105.9567, 3106.6313, 3105.4083, 3102.8932, 3099.9796, 3098.5215, 3097.2519, 3096.2898, 3094.9660, 3094.3968, 3093.6629, 3092.8873, 3091.5486, 3091.0020, 3090.5580, 3090.6477, 3090.4813, 3090.8783, 3091.9347, 3092.2875, 3092.8316, 3092.8972, 3092.6698, 3092.8079, 3092.9395, 3092.7863, 3092.6609, 3092.4827, 3092.1139, 3091.4411, 3090.2829, 3089.8246, 3089.9146, 3090.3504, 3090.4275, 3090.9087, 3091.4574, 3092.0852, 3092.4762, 3092.6241, 3093.5161, 3094.4270, 3095.5425, 3096.3289, 3097.8709, 3098.8594, 3101.2871, 3102.7731, 3105.2214, 3107.1993, 3109.2280, 3110.5843, 3110.9039, 3111.7331, 3111.4023, 3112.4116, 3113.0219, 3114.0179, 3118.0610, 3121.2152, 3124.7109, 3127.8394, 3130.2651, 3132.4589]
